"","city","stateProvince","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"845","Paramus","NJ",137,32700,23.9109788547362,1.38723356768116,0.05801659464085,-74.0712,40.9455,"Annual estimated Salary in  Paramus : $ 32700","Daily estimated Click per job in  Paramus :  23.9109788547362 clicks","Daily estimated Local Click ratio per job in  Paramus : $ 0.05801659464085"
"846","Plymouth","MA",74,32700,15.8015855674508,3.87865717107296,0.245459998587894,-70.6693,41.9539,"Annual estimated Salary in  Plymouth : $ 32700","Daily estimated Click per job in  Plymouth :  15.8015855674508 clicks","Daily estimated Local Click ratio per job in  Plymouth : $ 0.245459998587894"
"847","Port Charlotte","FL",97,32700,20.0082022500045,3.73075306639827,0.186461183257852,-82.114,26.9918,"Annual estimated Salary in  Port Charlotte : $ 32700","Daily estimated Click per job in  Port Charlotte :  20.0082022500045 clicks","Daily estimated Local Click ratio per job in  Port Charlotte : $ 0.186461183257852"
"848","Sanford","FL",99,32700,20.753359014828,2.64577303184909,0.127486496521297,-81.276,28.7892,"Annual estimated Salary in  Sanford : $ 32700","Daily estimated Click per job in  Sanford :  20.753359014828 clicks","Daily estimated Local Click ratio per job in  Sanford : $ 0.127486496521297"
"849","South Bend","IN",218,32700,21.6680920212252,4.81435159641287,0.222186226258265,-86.269,41.6771,"Annual estimated Salary in  South Bend : $ 32700","Daily estimated Click per job in  South Bend :  21.6680920212252 clicks","Daily estimated Local Click ratio per job in  South Bend : $ 0.222186226258265"
"850","Statesville","NC",76,32700,18.2818395304243,5.95249660435849,0.325596152096864,-80.8713,35.784,"Annual estimated Salary in  Statesville : $ 32700","Daily estimated Click per job in  Statesville :  18.2818395304243 clicks","Daily estimated Local Click ratio per job in  Statesville : $ 0.325596152096864"
"851","Vacaville","CA",124,32700,16.2546073926583,4.07136460507751,0.250474496659724,-121.9686,38.3592,"Annual estimated Salary in  Vacaville : $ 32700","Daily estimated Click per job in  Vacaville :  16.2546073926583 clicks","Daily estimated Local Click ratio per job in  Vacaville : $ 0.250474496659724"
"852","Yuba City","CA",79,32700,24.7799595526185,6.4914402559939,0.261963311207582,-121.6381,39.1357,"Annual estimated Salary in  Yuba City : $ 32700","Daily estimated Click per job in  Yuba City :  24.7799595526185 clicks","Daily estimated Local Click ratio per job in  Yuba City : $ 0.261963311207582"
"853","Canton","GA",72,32650,24.0610620244189,3.60592596720507,0.149865619545202,-84.4902,34.2468,"Annual estimated Salary in  Canton : $ 32650","Daily estimated Click per job in  Canton :  24.0610620244189 clicks","Daily estimated Local Click ratio per job in  Canton : $ 0.149865619545202"
"854","Pasco","WA",58,32650,19.7073560820431,3.37916758057076,0.171467322481161,-119.1271,46.2499,"Annual estimated Salary in  Pasco : $ 32650","Daily estimated Click per job in  Pasco :  19.7073560820431 clicks","Daily estimated Local Click ratio per job in  Pasco : $ 0.171467322481161"
"855","Summerville","SC",114,32650,22.8264545434662,5.49408363120762,0.240689311638203,-80.1794,33.0038,"Annual estimated Salary in  Summerville : $ 32650","Daily estimated Click per job in  Summerville :  22.8264545434662 clicks","Daily estimated Local Click ratio per job in  Summerville : $ 0.240689311638203"
"856","Attleboro","MA",54,32600,25.2032489761609,2.9843940714418,0.11841306945246,-71.295,41.9311,"Annual estimated Salary in  Attleboro : $ 32600","Daily estimated Click per job in  Attleboro :  25.2032489761609 clicks","Daily estimated Local Click ratio per job in  Attleboro : $ 0.11841306945246"
"857","Bedford","TX",53,32600,19.5233738377497,1.61144611504447,0.0825393258581484,-97.135,32.8464,"Annual estimated Salary in  Bedford : $ 32600","Daily estimated Click per job in  Bedford :  19.5233738377497 clicks","Daily estimated Local Click ratio per job in  Bedford : $ 0.0825393258581484"
"858","Federal Way","WA",103,32600,21.3203701949718,3.38369063258075,0.15870693621346,-122.3358,47.3091,"Annual estimated Salary in  Federal Way : $ 32600","Daily estimated Click per job in  Federal Way :  21.3203701949718 clicks","Daily estimated Local Click ratio per job in  Federal Way : $ 0.15870693621346"
"859","Hammond","LA",69,32600,27.0509071509359,5.99686874938816,0.221688267825084,-90.4561,30.5059,"Annual estimated Salary in  Hammond : $ 32600","Daily estimated Click per job in  Hammond :  27.0509071509359 clicks","Daily estimated Local Click ratio per job in  Hammond : $ 0.221688267825084"
"860","Lake Charles","LA",139,32600,27.3529270524454,7.12472880313717,0.260474090742702,-93.215,30.203,"Annual estimated Salary in  Lake Charles : $ 32600","Daily estimated Click per job in  Lake Charles :  27.3529270524454 clicks","Daily estimated Local Click ratio per job in  Lake Charles : $ 0.260474090742702"
"861","Milford","MA",61,32600,14.7664866323622,2.349301910242,0.15909687718765,-71.5167,42.1477,"Annual estimated Salary in  Milford : $ 32600","Daily estimated Click per job in  Milford :  14.7664866323622 clicks","Daily estimated Local Click ratio per job in  Milford : $ 0.15909687718765"
"862","Murrieta","CA",76,32600,23.7447736255609,4.49183956200234,0.18917171554615,-117.1909,33.572,"Annual estimated Salary in  Murrieta : $ 32600","Daily estimated Click per job in  Murrieta :  23.7447736255609 clicks","Daily estimated Local Click ratio per job in  Murrieta : $ 0.18917171554615"
"863","Warren","OH",52,32600,29.5166189568696,5.00910205668095,0.169704465948501,-80.8177,41.2389,"Annual estimated Salary in  Warren : $ 32600","Daily estimated Click per job in  Warren :  29.5166189568696 clicks","Daily estimated Local Click ratio per job in  Warren : $ 0.169704465948501"
"864","Rancho Mirage","CA",58,32550,19.569319902363,1.33774525501346,0.068359312520203,-116.4273,33.7625,"Annual estimated Salary in  Rancho Mirage : $ 32550","Daily estimated Click per job in  Rancho Mirage :  19.569319902363 clicks","Daily estimated Local Click ratio per job in  Rancho Mirage : $ 0.068359312520203"
"865","Amherst","NY",89,32500,21.7517702022693,1.06604680873374,0.0490096575506541,NA,NA,"Annual estimated Salary in  Amherst : $ 32500","Daily estimated Click per job in  Amherst :  21.7517702022693 clicks","Daily estimated Local Click ratio per job in  Amherst : $ 0.0490096575506541"
"866","Doylestown","PA",81,32500,19.2934088482814,3.36816851669771,0.174576123026478,-75.128,40.314,"Annual estimated Salary in  Doylestown : $ 32500","Daily estimated Click per job in  Doylestown :  19.2934088482814 clicks","Daily estimated Local Click ratio per job in  Doylestown : $ 0.174576123026478"
"867","Franklin","WI",58,32500,17.2100154275205,1.18015913541869,0.0685739731256426,-88.0104,42.8854,"Annual estimated Salary in  Franklin : $ 32500","Daily estimated Click per job in  Franklin :  17.2100154275205 clicks","Daily estimated Local Click ratio per job in  Franklin : $ 0.0685739731256426"
"868","Hamilton","NJ",56,32500,25.9615058317183,1.0644300853062,0.0410003214838849,-74.0813,40.2071,"Annual estimated Salary in  Hamilton : $ 32500","Daily estimated Click per job in  Hamilton :  25.9615058317183 clicks","Daily estimated Local Click ratio per job in  Hamilton : $ 0.0410003214838849"
"869","Johnson City","TN",131,32500,24.9795361329069,5.78396121350327,0.231547983226308,-82.3803,36.3404,"Annual estimated Salary in  Johnson City : $ 32500","Daily estimated Click per job in  Johnson City :  24.9795361329069 clicks","Daily estimated Local Click ratio per job in  Johnson City : $ 0.231547983226308"
"870","Lexington","SC",57,32500,30.6421819528698,4.4495360553,0.145209504406173,-81.22,33.9881,"Annual estimated Salary in  Lexington : $ 32500","Daily estimated Click per job in  Lexington :  30.6421819528698 clicks","Daily estimated Local Click ratio per job in  Lexington : $ 0.145209504406173"
"871","Marysville","OH",72,32500,17.6598057455584,3.06392871705149,0.17349730575729,-83.3594,40.2276,"Annual estimated Salary in  Marysville : $ 32500","Daily estimated Click per job in  Marysville :  17.6598057455584 clicks","Daily estimated Local Click ratio per job in  Marysville : $ 0.17349730575729"
"872","Youngstown","OH",150,32500,39.7804758803254,10.2820202268495,0.258469010219529,-80.6463,41.0994,"Annual estimated Salary in  Youngstown : $ 32500","Daily estimated Click per job in  Youngstown :  39.7804758803254 clicks","Daily estimated Local Click ratio per job in  Youngstown : $ 0.258469010219529"
"873","Bryan","TX",88,32450,24.2172367194739,2.55807406147602,0.105630303370615,-96.367,30.6661,"Annual estimated Salary in  Bryan : $ 32450","Daily estimated Click per job in  Bryan :  24.2172367194739 clicks","Daily estimated Local Click ratio per job in  Bryan : $ 0.105630303370615"
"874","Clearwater","FL",310,32450,27.1858806816768,3.38204699307147,0.124404540455111,-82.7623,27.9787,"Annual estimated Salary in  Clearwater : $ 32450","Daily estimated Click per job in  Clearwater :  27.1858806816768 clicks","Daily estimated Local Click ratio per job in  Clearwater : $ 0.124404540455111"
"875","Mechanicsburg","PA",136,32450,18.8442939877353,2.71193013728179,0.143912536020019,-77.006,40.2115,"Annual estimated Salary in  Mechanicsburg : $ 32450","Daily estimated Click per job in  Mechanicsburg :  18.8442939877353 clicks","Daily estimated Local Click ratio per job in  Mechanicsburg : $ 0.143912536020019"
"876","Bossier City","LA",63,32400,29.0872806718465,4.73805068532386,0.162890809174534,-93.6665,32.5227,"Annual estimated Salary in  Bossier City : $ 32400","Daily estimated Click per job in  Bossier City :  29.0872806718465 clicks","Daily estimated Local Click ratio per job in  Bossier City : $ 0.162890809174534"
"877","Lawrenceville","GA",178,32400,28.307208429438,5.76039871413337,0.203495824340731,-83.993,33.9524,"Annual estimated Salary in  Lawrenceville : $ 32400","Daily estimated Click per job in  Lawrenceville :  28.307208429438 clicks","Daily estimated Local Click ratio per job in  Lawrenceville : $ 0.203495824340731"
"878","Statesboro","GA",61,32400,26.5413001605262,7.98940785359544,0.301017953350973,-81.775,32.4376,"Annual estimated Salary in  Statesboro : $ 32400","Daily estimated Click per job in  Statesboro :  26.5413001605262 clicks","Daily estimated Local Click ratio per job in  Statesboro : $ 0.301017953350973"
"879","Stillwater","OK",57,32400,25.0264643113696,8.21378509544839,0.328203976129254,-97.074,36.1315,"Annual estimated Salary in  Stillwater : $ 32400","Daily estimated Click per job in  Stillwater :  25.0264643113696 clicks","Daily estimated Local Click ratio per job in  Stillwater : $ 0.328203976129254"
"880","Upland","CA",71,32400,27.4482728578571,2.40629524488873,0.0876665448988323,-117.6603,34.1178,"Annual estimated Salary in  Upland : $ 32400","Daily estimated Click per job in  Upland :  27.4482728578571 clicks","Daily estimated Local Click ratio per job in  Upland : $ 0.0876665448988323"
"881","West Sacramento","CA",61,32400,31.234468031618,2.28282577912609,0.0730867507272809,-121.5504,38.5556,"Annual estimated Salary in  West Sacramento : $ 32400","Daily estimated Click per job in  West Sacramento :  31.234468031618 clicks","Daily estimated Local Click ratio per job in  West Sacramento : $ 0.0730867507272809"
"882","Lubbock","TX",334,32350,23.1715890639949,9.03389408494746,0.389869424146864,-101.8867,33.5665,"Annual estimated Salary in  Lubbock : $ 32350","Daily estimated Click per job in  Lubbock :  23.1715890639949 clicks","Daily estimated Local Click ratio per job in  Lubbock : $ 0.389869424146864"
"883","Waco","TX",236,32350,28.2593338119121,7.34479022839049,0.259906701172638,-97.1882,31.5597,"Annual estimated Salary in  Waco : $ 32350","Daily estimated Click per job in  Waco :  28.2593338119121 clicks","Daily estimated Local Click ratio per job in  Waco : $ 0.259906701172638"
"884","Inglewood","CA",55,32300,22.6455576100848,2.38159811795029,0.105168446675373,-118.3444,33.9566,"Annual estimated Salary in  Inglewood : $ 32300","Daily estimated Click per job in  Inglewood :  22.6455576100848 clicks","Daily estimated Local Click ratio per job in  Inglewood : $ 0.105168446675373"
"885","Manhattan Beach","CA",66,32300,19.1376213529397,1.3654408976201,0.0713485167481565,-118.3972,33.8895,"Annual estimated Salary in  Manhattan Beach : $ 32300","Daily estimated Click per job in  Manhattan Beach :  19.1376213529397 clicks","Daily estimated Local Click ratio per job in  Manhattan Beach : $ 0.0713485167481565"
"886","Orem","UT",143,32300,19.7193582163423,3.20553991930457,0.162558024664717,-111.699,40.2988,"Annual estimated Salary in  Orem : $ 32300","Daily estimated Click per job in  Orem :  19.7193582163423 clicks","Daily estimated Local Click ratio per job in  Orem : $ 0.162558024664717"
"887","Portsmouth","NH",150,32300,20.7483931470929,2.42419460878427,0.116837703604239,-70.7826,43.058,"Annual estimated Salary in  Portsmouth : $ 32300","Daily estimated Click per job in  Portsmouth :  20.7483931470929 clicks","Daily estimated Local Click ratio per job in  Portsmouth : $ 0.116837703604239"
"888","Saint Joseph","MO",111,32300,21.1635887431747,6.69379909608552,0.316288469659679,-94.821,39.7598,"Annual estimated Salary in  Saint Joseph : $ 32300","Daily estimated Click per job in  Saint Joseph :  21.1635887431747 clicks","Daily estimated Local Click ratio per job in  Saint Joseph : $ 0.316288469659679"
"889","Van Nuys","CA",96,32300,19.4184198818659,2.46512549512035,0.126947790299994,NA,NA,"Annual estimated Salary in  Van Nuys : $ 32300","Daily estimated Click per job in  Van Nuys :  19.4184198818659 clicks","Daily estimated Local Click ratio per job in  Van Nuys : $ 0.126947790299994"
"890","Voorhees","NJ",63,32300,29.5062334285175,2.25728079182768,0.0765018279034572,-74.4924,40.4822,"Annual estimated Salary in  Voorhees : $ 32300","Daily estimated Click per job in  Voorhees :  29.5062334285175 clicks","Daily estimated Local Click ratio per job in  Voorhees : $ 0.0765018279034572"
"891","Draper","UT",114,32250,17.2156247420346,1.72015586983465,0.0999182948983909,-111.8607,40.4956,"Annual estimated Salary in  Draper : $ 32250","Daily estimated Click per job in  Draper :  17.2156247420346 clicks","Daily estimated Local Click ratio per job in  Draper : $ 0.0999182948983909"
"892","Georgetown","KY",54,32250,25.5945373006201,3.96451017496112,0.154896731610971,-84.5481,38.2253,"Annual estimated Salary in  Georgetown : $ 32250","Daily estimated Click per job in  Georgetown :  25.5945373006201 clicks","Daily estimated Local Click ratio per job in  Georgetown : $ 0.154896731610971"
"893","Aurora","CO",531,32200,17.6576883535311,3.62587543472215,0.20534258857259,-104.7274,39.7085,"Annual estimated Salary in  Aurora : $ 32200","Daily estimated Click per job in  Aurora :  17.6576883535311 clicks","Daily estimated Local Click ratio per job in  Aurora : $ 0.20534258857259"
"894","Aurora","IL",289,32200,23.7081396242179,4.95362517491331,0.208941960585265,-88.2901,41.7638,"Annual estimated Salary in  Aurora : $ 32200","Daily estimated Click per job in  Aurora :  23.7081396242179 clicks","Daily estimated Local Click ratio per job in  Aurora : $ 0.208941960585265"
"895","Edmond","OK",105,32200,19.776976419454,4.59185629266563,0.232181916753906,-97.4159,35.6689,"Annual estimated Salary in  Edmond : $ 32200","Daily estimated Click per job in  Edmond :  19.776976419454 clicks","Daily estimated Local Click ratio per job in  Edmond : $ 0.232181916753906"
